command,kind,type,default,prefix,module,platform_text,runtime_editable,startup_only,in_default_engine,in_scalability,scalability_group,scalability_sections,usage,help,flags
fx.Niagara.TaskPriorities.NoneOverlappingPriority,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.Niagara.TaskPriorities.NoneOverlappingPriority=<值>` / `fx.Niagara.TaskPriorities.NoneOverlappingPriority <值>` 或 INI 中配置,Priority to use when we are not allowed to overlap tick groups.,ECVF_Default
fx.Niagara.TaskPriorities.PerfCapturePriority,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.Niagara.TaskPriorities.PerfCapturePriority=<值>` / `fx.Niagara.TaskPriorities.PerfCapturePriority <值>` 或 INI 中配置,Priority to use if performance captures are enabled.  Reduces the amount of context switching for Niagara to make performance measurements more reliable.,ECVF_Default
fx.Niagara.TaskPriorities.PostActorTickPriority,CVar,string,,fx,光线追踪,All,true,false,false,false,true,,`fx.Niagara.TaskPriorities.PostActorTickPriority=<值>` / `fx.Niagara.TaskPriorities.PostActorTickPriority <值>` 或 INI 中配置,"Any tasks we execute, such as spawning, in post actor tick will run at this priority.",ECVF_Default | ECVF_Scalability
fx.Niagara.TaskPriorities.TickGroupPriority,CVar,string,,fx,通用,All,true,false,false,false,true,,`fx.Niagara.TaskPriorities.TickGroupPriority=<值>` / `fx.Niagara.TaskPriorities.TickGroupPriority <值>` 或 INI 中配置,Set tick group priories for Niagara.,ECVF_Scalability | ECVF_Default
fx.Niagara.UI.Distribution.UseCompactEditor,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.Niagara.UI.Distribution.UseCompactEditor=<值>` / `fx.Niagara.UI.Distribution.UseCompactEditor <值>` 或 INI 中配置,When enabled we use the compact editor vs the curve editor.,
fx.Niagara.UseGlobalFXBudget,CVar,string,,fx,RHI/底层渲染接口,All,true,false,false,false,false,,`fx.Niagara.UseGlobalFXBudget=<值>` / `fx.Niagara.UseGlobalFXBudget <值>` 或 INI 中配置,"If true, Niagara will track performace data into the global FX budget and feed the global budget values into scalability. \n",ECVF_Default
fx.Niagara.ValidateDuplicateVariableGuids,Command,string,,fx,通用,All,true,false,false,false,false,,`fx.Niagara.ValidateDuplicateVariableGuids`（可带参数，具体见帮助说明）,Validate the script guids of a given script.,
fx.Niagara.VertexFactoryExport.EnabledMode,CVar,int32,1,fx,光线追踪,All,false,true,false,false,false,,`fx.Niagara.VertexFactoryExport.EnabledMode=<值>` / `fx.Niagara.VertexFactoryExport.EnabledMode <值>` 或 INI 中配置,Determins compilation mode for vertex factory export shader permutations\n,ECVF_ReadOnly | ECVF_RenderThreadSafe
fx.Niagara.VolumeRenderer.Enabled,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.Niagara.VolumeRenderer.Enabled=<值>` / `fx.Niagara.VolumeRenderer.Enabled <值>` 或 INI 中配置,"If == 0, Niagara Volume Renderers are disabled.",ECVF_Default
fx.Niagara.WaitOnPreGC,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.Niagara.WaitOnPreGC=<值>` / `fx.Niagara.WaitOnPreGC <值>` 或 INI 中配置,Toggles whether Niagara will wait for all async tasks to complete before any GC calls.,ECVF_Default
fx.Niagara.WarnComponentRenderCount,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.Niagara.WarnComponentRenderCount=<值>` / `fx.Niagara.WarnComponentRenderCount <值>` 或 INI 中配置,The max number of components that a single system can spawn before a log warning is shown.,ECVF_Default
fx.Niagara.Water.DepthQuerySupported,CVar,string,,fx,光线追踪,All,true,false,false,false,false,,`fx.Niagara.Water.DepthQuerySupported=<值>` / `fx.Niagara.Water.DepthQuerySupported <值>` 或 INI 中配置,When enabled water body queries will include unsafe access to the depth.,ECVF_Default
fx.Niagara.WorldManager.FirstHighPriTickGroup,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.Niagara.WorldManager.FirstHighPriTickGroup=<值>` / `fx.Niagara.WorldManager.FirstHighPriTickGroup <值>` 或 INI 中配置,Defines which tick groups should be set to high priority for the world manager.\n,"FConsoleVariableDelegate::CreateLambda( 			[](IConsoleVariable*) 			{ 				FNiagaraWorldManager::ForAllWorldManagers( 					[](FNiagaraWorldManager& WorldManager) 					{ 						for (int32 i=0; i < NiagaraNumTickGroups; ++i) 						{ 							WorldManager.SetTickGroupPriority(i, GetNiagaraTickGroupPriority(i)); 						} 					} 				); 			} 		), 		ECVF_Default"
fx.Niagara.WorldManager.ObjectPoolEnabled,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.Niagara.WorldManager.ObjectPoolEnabled=<值>` / `fx.Niagara.WorldManager.ObjectPoolEnabled <值>` 或 INI 中配置,"Should we pool objects, yay or nay.",ECVF_Default
fx.Niagara.WorldManager.SpawnPerTickGroup,CVar,string,,fx,光线追踪,All,true,false,false,false,false,,`fx.Niagara.WorldManager.SpawnPerTickGroup=<值>` / `fx.Niagara.WorldManager.SpawnPerTickGroup <值>` 或 INI 中配置,Will attempt to spawn new systems earlier (default enabled).,ECVF_Default
fx.Niagara.WorldManager.TickParameterCollectionsOncePerFrame,CVar,string,,fx,渲染管线,All,true,false,false,false,true,,`fx.Niagara.WorldManager.TickParameterCollectionsOncePerFrame=<值>` / `fx.Niagara.WorldManager.TickParameterCollectionsOncePerFrame <值>` 或 INI 中配置,When true parameter collection updates will occur once per frame in the first tick group.\n,ECVF_Default | ECVF_Scalability
fx.Niagara.WorldManager.UseTickPasses,CVar,string,,fx,后处理,All,true,false,false,false,false,,`fx.Niagara.WorldManager.UseTickPasses=<值>` / `fx.Niagara.WorldManager.UseTickPasses <值>` 或 INI 中配置,When enabled we will use the tick passes to avoid blocking overlapping sims at tick boundaries.,ECVF_Default
fx.NiagaraAllowComputeShaders,CVar,string,,fx,材质,All,true,false,false,false,false,,`fx.NiagaraAllowComputeShaders=<值>` / `fx.NiagaraAllowComputeShaders <值>` 或 INI 中配置,"If true, allow the usage compute shaders within Niagara.",ECVF_Default
fx.NiagaraAllowGPUParticles,CVar,string,,fx,光线追踪,All,true,false,false,false,true,,`fx.NiagaraAllowGPUParticles=<值>` / `fx.NiagaraAllowGPUParticles <值>` 或 INI 中配置,"If true, allow the usage of GPU particles for Niagara.",ECVF_Scalability | ECVF_Default
fx.NiagaraBatcher.FreeBufferEarly,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.NiagaraBatcher.FreeBufferEarly=<值>` / `fx.NiagaraBatcher.FreeBufferEarly <值>` 或 INI 中配置,Will take the path to release GPU buffers when possible.\n,ECVF_Default
fx.NiagaraComponentsEnabled,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.NiagaraComponentsEnabled=<值>` / `fx.NiagaraComponentsEnabled <值>` 或 INI 中配置,If false Niagara particle components will not be activated.,ECVF_Default
fx.NiagaraDataBufferMinSize,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.NiagaraDataBufferMinSize=<值>` / `fx.NiagaraDataBufferMinSize <值>` 或 INI 中配置,Niagara data buffer minimum allocation size in bytes (Default=512).,ECVF_Default
fx.NiagaraDataBufferShrinkFactor,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.NiagaraDataBufferShrinkFactor=<值>` / `fx.NiagaraDataBufferShrinkFactor <值>` 或 INI 中配置,Niagara data buffer size threshold for shrinking. (Default=3) \n,ECVF_Default
fx.NiagaraEditor.ReinitializeStyle,Command,string,,fx,通用,All,true,false,false,false,false,,`fx.NiagaraEditor.ReinitializeStyle`（可带参数，具体见帮助说明）,Reinitializes the style for the niagara editor module.  Used in conjuction with live coding for UI tweaks.  May crash the editor if style objects are in use.,
fx.NiagaraEditorWidgets.ReinitializeStyle,Command,string,,fx,通用,All,true,false,false,false,false,,`fx.NiagaraEditorWidgets.ReinitializeStyle`（可带参数，具体见帮助说明）,Reinitializes the style for the niagara editor widgets module.  Used in conjuction with live coding for UI tweaks.  May crash the editor if style objects are in use.,
fx.NiagaraEnablePrecompilerNamespaceDatasetCulling,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.NiagaraEnablePrecompilerNamespaceDatasetCulling=<值>` / `fx.NiagaraEnablePrecompilerNamespaceDatasetCulling <值>` 或 INI 中配置,Force the namespace fixup precompiler process to cull unused Dataset parameters. Only enabled if fx.NiagaraEnablePrecompilerNamespaceFixup is also enabled. \n,ECVF_Default
fx.NiagaraEnablePrecompilerNamespaceFixup,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.NiagaraEnablePrecompilerNamespaceFixup=<值>` / `fx.NiagaraEnablePrecompilerNamespaceFixup <值>` 或 INI 中配置,Enable a precompiler stage to discover parameter name matches and convert matched parameter hlsl name tokens to appropriate namespaces. \n,ECVF_Default
fx.NiagaraGlobalSystemCountScale,CVar,string,,fx,RHI/底层渲染接口,All,true,false,false,false,true,,`fx.NiagaraGlobalSystemCountScale=<值>` / `fx.NiagaraGlobalSystemCountScale <值>` 或 INI 中配置,A global scale on system count thresholds for culling in Niagara. \n,ECVF_Scalability
fx.NiagaraGPUDataBufferChunkSize,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.NiagaraGPUDataBufferChunkSize=<值>` / `fx.NiagaraGPUDataBufferChunkSize <值>` 或 INI 中配置,"Niagara GPU data buffer allocation chunk size used to round GPU allocations in bytes, must be power of 2 (Default=4096)\n",ECVF_Default
fx.NiagaraGPUDataBufferShrinkFactor,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.NiagaraGPUDataBufferShrinkFactor=<值>` / `fx.NiagaraGPUDataBufferShrinkFactor <值>` 或 INI 中配置,Niagara GPU data buffer size threshold for shrinking. (Default=2) \n,ECVF_Default
fx.NiagaraGPUDataWarningSize,CVar,string,,fx,通用,All,true,false,false,false,true,,`fx.NiagaraGPUDataWarningSize=<值>` / `fx.NiagaraGPUDataWarningSize <值>` 或 INI 中配置,Allocation size where we should log a warning.,ECVF_Scalability
fx.NiagaraGpuLowLatencyTranslucencyEnabled,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.NiagaraGpuLowLatencyTranslucencyEnabled=<值>` / `fx.NiagaraGpuLowLatencyTranslucencyEnabled <值>` 或 INI 中配置,When enabled translucent materials can use the current frames simulation data no matter which tick pass Niagara uses.\n,ECVF_Default
fx.NiagaraGpuSubmitCommandHint,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.NiagaraGpuSubmitCommandHint=<值>` / `fx.NiagaraGpuSubmitCommandHint <值>` 或 INI 中配置,"If greater than zero, we use this value to submit commands after the number of dispatches have been issued.",ECVF_Default
fx.NiagaraLogNamespaceFixup,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.NiagaraLogNamespaceFixup=<值>` / `fx.NiagaraLogNamespaceFixup <值>` 或 INI 中配置,Log matched variables and pin name changes in precompile. \n,ECVF_Default
fx.NiagaraMaxStatInstanceReports,CVar,string,,fx,光线追踪,All,true,false,false,false,false,,`fx.NiagaraMaxStatInstanceReports=<值>` / `fx.NiagaraMaxStatInstanceReports <值>` 或 INI 中配置,The max number of different instances from which stat reports are aggregated.,ECVF_Default
fx.NiagaraOptimizeCrossGPUTransfer,CVar,string,,fx,GI,All,true,false,false,false,false,,`fx.NiagaraOptimizeCrossGPUTransfer=<值>` / `fx.NiagaraOptimizeCrossGPUTransfer <值>` 或 INI 中配置,Optimizes fence waits for cross GPU transfers when rendering views on multiple GPUs via nDisplay.  (Default = 1),ECVF_Default
fx.NiagaraPerfReporting,CVar,string,,fx,光线追踪,All,true,false,false,false,false,,`fx.NiagaraPerfReporting=<值>` / `fx.NiagaraPerfReporting <值>` 或 INI 中配置,0 = Disabled \n1 = Text Perf Report on world Transitions. \n2 = Text Report for every test with poor or bad perf.\n3 = As 2 but screenshots are also generated for each bad test.,ECVF_Default
fx.NiagaraRegenBaselinesOnWorldChange,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.NiagaraRegenBaselinesOnWorldChange=<值>` / `fx.NiagaraRegenBaselinesOnWorldChange <值>` 或 INI 中配置,If > 0 performance baselines for Niagara will be regenerated on every level change. \n,ECVF_Default
fx.NiagaraReleaseBuffersOnReset,CVar,string,,fx,通用,All,true,false,false,false,true,,`fx.NiagaraReleaseBuffersOnReset=<值>` / `fx.NiagaraReleaseBuffersOnReset <值>` 或 INI 中配置,Will release all memory associated with data buffers when the dataset is reset.,ECVF_Scalability
fx.NiagaraRuntimeCycleHistorySize,CVar,string,,fx,通用,All,false,true,false,false,false,,`fx.NiagaraRuntimeCycleHistorySize=<值>` / `fx.NiagaraRuntimeCycleHistorySize <值>` 或 INI 中配置,How many frames history to use in Niagara's runtime performance trackers. \n,ECVF_ReadOnly
fx.NiagaraScalabilityUpdateTime_High,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.NiagaraScalabilityUpdateTime_High=<值>` / `fx.NiagaraScalabilityUpdateTime_High <值>` 或 INI 中配置,Time in seconds between updates to scalability states for Niagara systems set to update at High frequency. \n,ECVF_Default
fx.NiagaraScalabilityUpdateTime_Low,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.NiagaraScalabilityUpdateTime_Low=<值>` / `fx.NiagaraScalabilityUpdateTime_Low <值>` 或 INI 中配置,Time in seconds between updates to scalability states for Niagara systems set to update at Low frequency. \n,ECVF_Default
fx.NiagaraScalabilityUpdateTime_Medium,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.NiagaraScalabilityUpdateTime_Medium=<值>` / `fx.NiagaraScalabilityUpdateTime_Medium <值>` 或 INI 中配置,Time in seconds between updates to scalability states for Niagara systems set to update at Medium frequency. \n,ECVF_Default
fx.NiagaraScriptStatTracking,CVar,string,,fx,渲染调试/可视化,All,true,false,false,false,false,,`fx.NiagaraScriptStatTracking=<值>` / `fx.NiagaraScriptStatTracking <值>` 或 INI 中配置,If > 0 stats tracking operations will be compiled into Niagara Scripts. \n,ECVF_Default
fx.NiagaraStateless.AllowTemplateCreation,CVar,string,,fx,后处理,All,true,false,false,false,false,,`fx.NiagaraStateless.AllowTemplateCreation=<值>` / `fx.NiagaraStateless.AllowTemplateCreation <值>` 或 INI 中配置,Allow experimental template creation.  Data may be lost.,ECVF_Default
fx.NiagaraStateless.ComputeManager.CPUThreshold,CVar,string,,fx,后处理,All,true,false,false,false,false,,`fx.NiagaraStateless.ComputeManager.CPUThreshold=<值>` / `fx.NiagaraStateless.ComputeManager.CPUThreshold <值>` 或 INI 中配置,When lower than this particle count prefer to use the CPU over dispatching a compute shader.,ECVF_Default
fx.NiagaraStateless.ComputeManager.UseCache,CVar,string,,fx,后处理,All,true,false,false,false,false,,`fx.NiagaraStateless.ComputeManager.UseCache=<值>` / `fx.NiagaraStateless.ComputeManager.UseCache <值>` 或 INI 中配置,When enabled we will attempt to reuse allocated buffers between frames.,ECVF_Default
fx.NiagaraStateless.Distribution.OptimizeLUTs,CVar,string,,fx,后处理,All,true,false,false,false,false,,`fx.NiagaraStateless.Distribution.OptimizeLUTs=<值>` / `fx.NiagaraStateless.Distribution.OptimizeLUTs <值>` 或 INI 中配置,When enabled we optimize the LUT generation.,ECVF_Default
fx.NiagaraStateless.Distribution.ReduceLUTTimeRange,CVar,string,,fx,后处理,All,true,false,false,false,false,,`fx.NiagaraStateless.Distribution.ReduceLUTTimeRange=<值>` / `fx.NiagaraStateless.Distribution.ReduceLUTTimeRange <值>` 或 INI 中配置,"When LUT optimization is enabled we will try to reduce the start / end time if we get duplicate keys, this can improve resolution in the area that matters.",ECVF_Default
fx.NiagaraStateless.ExpressionsEnabled,CVar,string,,fx,后处理,All,true,false,false,false,false,,`fx.NiagaraStateless.ExpressionsEnabled=<值>` / `fx.NiagaraStateless.ExpressionsEnabled <值>` 或 INI 中配置,CVar to enable stateless expressions,ECVF_Default
fx.NiagaraStateless.SolveVelocities.Noise.FrequencyLUTNormalize,CVar,string,,fx,后处理,All,true,false,false,false,false,,`fx.NiagaraStateless.SolveVelocities.Noise.FrequencyLUTNormalize=<值>` / `fx.NiagaraStateless.SolveVelocities.Noise.FrequencyLUTNormalize <值>` 或 INI 中配置,Modifier applied when looking up from normalized total travel into the LUT.,ECVF_Default
fx.NiagaraStateless.SolveVelocities.Noise.FrequencyNormalize,CVar,string,,fx,后处理,All,true,false,false,false,false,,`fx.NiagaraStateless.SolveVelocities.Noise.FrequencyNormalize=<值>` / `fx.NiagaraStateless.SolveVelocities.Noise.FrequencyNormalize <值>` 或 INI 中配置,Translation from position -> lookup space.,ECVF_Default
fx.NiagaraStateless.UI.ShowRawObject,CVar,string,,fx,后处理,All,true,false,false,false,false,,`fx.NiagaraStateless.UI.ShowRawObject=<值>` / `fx.NiagaraStateless.UI.ShowRawObject <值>` 或 INI 中配置,When enabled we will show the raw object in the stateless emitter UI.,ECVF_Default
fx.NiagaraVectorFieldUseIspc,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.NiagaraVectorFieldUseIspc=<值>` / `fx.NiagaraVectorFieldUseIspc <值>` 或 INI 中配置,When enabled VectorField will use ISPC for sampling if appropriate.,ECVF_Default
fx.NumFramesBetweenRuntimePerfSamples,CVar,string,,fx,渲染管线,All,false,true,false,false,false,,`fx.NumFramesBetweenRuntimePerfSamples=<值>` / `fx.NumFramesBetweenRuntimePerfSamples <值>` 或 INI 中配置,How many frames between each sample of Niagara runtime perf. \n,ECVF_ReadOnly
fx.ParticleCollisionIgnoreInvisibleTime,CVar,string,,fx,光线追踪,All,true,false,false,false,false,,`fx.ParticleCollisionIgnoreInvisibleTime=<值>` / `fx.ParticleCollisionIgnoreInvisibleTime <值>` 或 INI 中配置,The time a particle system component has to be invisible for to have all collision ignored. \n,ECVF_Default
fx.ParticleDefaultLightInverseExposureBlend,CVar,int32,0.0f,fx,光线追踪,All,true,false,false,false,false,,`fx.ParticleDefaultLightInverseExposureBlend=<值>` / `fx.ParticleDefaultLightInverseExposureBlend <值>` 或 INI 中配置,Blend Factor used to blend between Intensity and Intensity / Exposure.,ECVF_Default
fx.ParticleManagerAsyncBatchSize,CVar,string,,fx,光线追踪,All,true,false,false,false,true,,`fx.ParticleManagerAsyncBatchSize=<值>` / `fx.ParticleManagerAsyncBatchSize <值>` 或 INI 中配置,How many PSCs the ParticleWorldManager should tick per async task.,ECVF_Scalability
fx.ParticleManagerFirstHighPriTickGroup,CVar,string,,fx,光线追踪,All,true,false,false,false,false,,`fx.ParticleManagerFirstHighPriTickGroup=<值>` / `fx.ParticleManagerFirstHighPriTickGroup <值>` 或 INI 中配置,Defines which tick groups should be set to high priority for the world manager.\n,ECVF_Default
fx.ParticlePerfStats.Enabled,CVar,string,,fx,光线追踪,All,true,false,false,false,false,,`fx.ParticlePerfStats.Enabled=<值>` / `fx.ParticlePerfStats.Enabled <值>` 或 INI 中配置,Used to control if stat gathering is enabled or not.\n,ECVF_Default
fx.ParticlePerfStats.MemoryMode,CVar,string,,fx,光线追踪,All,true,false,false,false,false,,`fx.ParticlePerfStats.MemoryMode=<值>` / `fx.ParticlePerfStats.MemoryMode <值>` 或 INI 中配置,Gathers approximate memory information depending on the mode.\n,ECVF_Default
fx.PerfBaselineThreshold_Bad,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.PerfBaselineThreshold_Bad=<值>` / `fx.PerfBaselineThreshold_Bad <值>` 或 INI 中配置,Ratio to the baseline perf that we consider a system to have bad perf and warn strongly about it. \n,ECVF_Default
fx.PerfBaselineThreshold_Poor,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.PerfBaselineThreshold_Poor=<值>` / `fx.PerfBaselineThreshold_Poor <值>` 或 INI 中配置,Ratio to the baseline perf that we consider a system to have poor perf and warn about it. \n,ECVF_Default
fx.PreventAllSystemRecompiles,Command,string,,fx,通用,All,true,false,false,false,false,,`fx.PreventAllSystemRecompiles`（可带参数，具体见帮助说明）,Loads all of the systems in the project and forces each system to refresh all it's dependencies so it won't recompile on load.  This may mark multiple assets dirty for re-saving.,
fx.PreventSystemRecompile,Command,string,,fx,通用,All,true,false,false,false,false,,`fx.PreventSystemRecompile`（可带参数，具体见帮助说明）,Forces the system to refresh all it's dependencies so it won't recompile on load.  This may mark multiple assets dirty for re-saving.,
fx.PruneEmittersOnCookByDetailMode,CVar,float,0,fx,材质,All,false,true,false,false,false,,`fx.PruneEmittersOnCookByDetailMode=<值>` / `fx.PruneEmittersOnCookByDetailMode <值>` 或 INI 中配置,Whether to eliminate all emitters that don't match the detail mode.\n,ECVF_ReadOnly
fx.PSCMan.Dump,Command,string,,fx,渲染调试/可视化,All,true,false,false,false,false,,`fx.PSCMan.Dump`（可带参数，具体见帮助说明）,Dumps state information for all current Particle System Managers.,
fx.PSCMan.Enable,CVar,string,,fx,通用,All,true,false,false,false,true,,`fx.PSCMan.Enable=<值>` / `fx.PSCMan.Enable <值>` 或 INI 中配置,If PSC world manager is enabled.,ECVF_Scalability
fx.QualityLevelSpawnRateScaleReferenceLevel,CVar,float,2,fx,通用,All,true,false,false,false,true,,`fx.QualityLevelSpawnRateScaleReferenceLevel=<值>` / `fx.QualityLevelSpawnRateScaleReferenceLevel <值>` 或 INI 中配置,Controls the reference level for quality level based spawn rate scaling. This is the FX quality level\n,ECVF_Scalability
fx.RebuildDirtyScripts,Command,string,,fx,光线追踪,All,true,false,false,false,false,,`fx.RebuildDirtyScripts`（可带参数，具体见帮助说明）,"Go through all loaded assets and force them to recompute their script hash. If dirty, regenerate.",
fx.ScalabilityManParallelThreshold,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.ScalabilityManParallelThreshold=<值>` / `fx.ScalabilityManParallelThreshold <值>` 或 INI 中配置,Number of instances required for a niagara significance manger to go parallel for it's update. \n,ECVF_Default
fx.ScalabilityMaxUpdatesPerFrame,CVar,string,,fx,渲染管线,All,true,false,false,false,false,,`fx.ScalabilityMaxUpdatesPerFrame=<值>` / `fx.ScalabilityMaxUpdatesPerFrame <值>` 或 INI 中配置,Number of instances that can be processed per frame when updating scalability state. -1 for all of them. \n,ECVF_Default
fx.ShowNiagaraDeveloperWindows,CVar,string,,fx,渲染调试/可视化,All,true,false,false,false,false,,`fx.ShowNiagaraDeveloperWindows=<值>` / `fx.ShowNiagaraDeveloperWindows <值>` 或 INI 中配置,"If > 0 the niagara system, emitter, and script editors will show additional developer windows.\nThese windows are for niagara tool development and debugging and editing the data\n directly in these windows can cause instability.\n",ECVF_Default
fx.SkipVectorVMBackendOptimizations,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.SkipVectorVMBackendOptimizations=<值>` / `fx.SkipVectorVMBackendOptimizations <值>` 或 INI 中配置,"If 1, skip HLSLCC's backend optimization passes during VectorVM compilation. \n",ECVF_Default
fx.TestCompileNiagaraScript,Command,string,,fx,通用,All,true,false,false,false,false,,`fx.TestCompileNiagaraScript`（可带参数，具体见帮助说明）,Compiles the specified script on disk for the niagara vector vm,
fx.TriggerDebugCrash,CVar,string,,fx,渲染调试/可视化,All,true,false,false,false,false,,`fx.TriggerDebugCrash=<值>` / `fx.TriggerDebugCrash <值>` 或 INI 中配置,If > 0 we deliberately crash to test Crash Reporter integration.,ECVF_Default
fx.UpgradeAllNiagaraAssets,Command,string,,fx,后处理,All,true,false,false,false,false,,`fx.UpgradeAllNiagaraAssets`（可带参数，具体见帮助说明）,Loads all Niagara assets and preforms any data upgrade processes required. This may mark multiple assets dirty for re-saving.,
fx.UseNewGraphHash,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.UseNewGraphHash=<值>` / `fx.UseNewGraphHash <值>` 或 INI 中配置,"If > 0 a hash of the graph node state will be used, otherwise will use the older code path. \n",ECVF_Default
fx.WaitForAsyncStallWarnThresholdMS,CVar,string,,fx,渲染管线,All,true,false,false,false,false,,`fx.WaitForAsyncStallWarnThresholdMS=<值>` / `fx.WaitForAsyncStallWarnThresholdMS <值>` 或 INI 中配置,If we stall in WaitForAsync for longer than this threshold then we emit a stall warning message.,ECVF_Default
